Alpha,T1-15.8 m/s-VLM2, , Alpha,T1-24.0 m/s-VLM2, , Alpha,T1-7.5 m/s-VLM2, , 
           -2,      9.286245, ,            -2,      10.07695, ,            -2,      8.726599, , 
         -1.8,      9.541804, ,          -1.8,      10.39898, ,          -1.8,      8.906989, , 
         -1.6,      9.796031, ,          -1.6,      10.70867, ,          -1.6,      9.083016, , 
         -1.4,      10.04642, ,          -1.4,      10.99602, ,          -1.4,      9.253185, , 
         -1.2,       10.2995, ,          -1.2,      11.21075, ,          -1.2,      9.414993, , 
           -1,       10.5426, ,            -1,      11.41115, ,            -1,      9.566941, , 
         -0.8,      10.74724, ,          -0.8,      11.56512, ,          -0.8,      9.704592, , 
         -0.6,      10.94879, ,          -0.6,      11.74215, ,          -0.6,      9.824247, , 
         -0.4,      11.06331, ,          -0.4,      11.79149, ,          -0.4,      9.925712, , 
         -0.2,      11.20382, ,          -0.2,      11.91668, ,          -0.2,      10.01137, , 
            0,      11.30808, ,             0,      11.97375, ,             0,      10.08306, , 
          0.2,      11.36949, ,           0.2,      11.99573, ,           0.2,       10.1411, , 
          0.4,      11.41619, ,           0.4,      12.02202, ,           0.4,      10.18649, , 
          0.6,      11.44882, ,           0.6,      12.02861, ,           0.6,      10.22124, , 
          0.8,      11.47148, ,           0.8,      12.01283, ,           0.8,      10.24568, , 
            1,      11.46855, ,             1,      11.98275, ,             1,      10.26037, , 
          1.2,      11.45271, ,           1.2,      11.94639, ,           1.2,      10.26653, , 
          1.4,      11.42527, ,           1.4,      11.89963, ,           1.4,      10.26552, , 
          1.6,       11.3892, ,           1.6,      11.84591, ,           1.6,      10.25823, , 
          1.8,      11.34673, ,           1.8,      11.78577, ,           1.8,      10.24014, , 
            2,      11.29737, ,             2,      11.72191, ,             2,       10.2224, , 
          2.2,      11.24262, ,           2.2,      11.65655, ,           2.2,      10.19965, , 
          2.4,      11.18379, ,           2.4,      11.58788, ,           2.4,      10.17218, , 
          2.6,      11.12009, ,           2.6,      11.51392, ,           2.6,      10.14082, , 
          2.8,       11.0543, ,           2.8,      11.43627, ,           2.8,      10.10568, , 
            3,      10.98555, ,             3,      11.35639, ,             3,      10.06681, , 
          3.2,      10.91491, ,           3.2,      11.27525, ,           3.2,      10.02459, , 
          3.4,      10.84238, ,           3.4,      11.19192, ,           3.4,      9.972208, , 
          3.6,      10.76862, ,           3.6,      11.10805, ,           3.6,       9.92436, , 
          3.8,      10.69395, ,           3.8,       11.0235, ,           3.8,      9.874209, , 
            4,      10.61815, ,             4,      10.93868, ,             4,      9.821933, , 
          4.2,      10.54189, ,           4.2,      10.85315, ,           4.2,      9.764199, , 
          4.4,      10.46501, ,           4.4,      10.76789, ,           4.4,      9.708364, , 
          4.6,      10.38801, ,           4.6,      10.68299, ,           4.6,      9.651033, , 
          4.8,       10.3106, ,           4.8,      10.59765, ,           4.8,      9.592349, , 

