Alpha,T1-15.8 m/s-VLM2, , Alpha,T1-24.0 m/s-VLM2, , Alpha,T1-26.8 m/s-VLM2, , Alpha,T1-4.7 m/s-VLM2, , Alpha,T1-7.5 m/s-VLM2, , 
            0,      2.759423, ,             0,      2.664147, ,             0,      2.611537, ,             0,      2.947168, ,             0,      2.855663, , 
          0.2,      2.708527, ,           0.2,      2.603971, ,           0.2,      2.552111, ,           0.2,       2.89803, ,           0.2,       2.80663, , 
          0.4,       2.65898, ,           0.4,      2.546797, ,           0.4,      2.494881, ,           0.4,      2.852148, ,           0.4,      2.760497, , 
          0.6,      2.611796, ,           0.6,      2.493974, ,           0.6,      2.441977, ,           0.6,      2.808878, ,           0.6,      2.716997, , 
          0.8,      2.567062, ,           0.8,      2.445641, ,           0.8,       2.39329, ,           0.8,       2.76827, ,           0.8,      2.675913, , 
            1,      2.524315, ,             1,      2.398336, ,             1,      2.346715, ,             1,      2.730206, ,             1,      2.637065, , 
          1.2,      2.483547, ,           1.2,      2.356662, ,           1.2,      2.303712, ,           1.2,      2.694429, ,           1.2,      2.600341, , 
          1.4,      2.445169, ,           1.4,      2.317315, ,           1.4,      2.264743, ,           1.4,      2.661067, ,           1.4,       2.56568, , 
          1.6,      2.408949, ,           1.6,      2.280295, ,           1.6,      2.229455, ,           1.6,      2.629862, ,           1.6,      2.532974, , 
          1.8,      2.373971, ,           1.8,      2.245266, ,           1.8,      2.198775, ,           1.8,      2.600701, ,           1.8,      2.502097, , 
            2,      2.340714, ,             2,      2.214037, ,             2,      2.170988, ,             2,      2.573466, ,             2,      2.473064, , 
          2.2,      2.309174, ,           2.2,      2.185956, ,           2.2,      2.145092, ,           2.2,       2.54807, ,           2.2,      2.445883, , 
          2.4,      2.280873, ,           2.4,      2.163276, ,           2.4,      2.126344, ,           2.4,      2.524451, ,           2.4,      2.420505, , 
          2.6,      2.255511, ,           2.6,      2.141216, ,           2.6,      2.105327, ,           2.6,      2.502514, ,           2.6,      2.396862, , 
          2.8,      2.229815, ,           2.8,      2.124188, ,           2.8,      2.091337, ,           2.8,      2.482181, ,           2.8,      2.374765, , 
            3,      2.205328, ,             3,      2.103449, ,             3,      2.071643, ,             3,      2.463317, ,             3,      2.354269, , 
          3.2,      2.184715, ,           3.2,      2.087746, ,           3.2,      2.058741, ,           3.2,      2.445825, ,           3.2,      2.335389, , 
          3.4,      2.166699, ,           3.4,      2.074383, ,           3.4,      2.048808, ,           3.4,      2.429632, ,           3.4,      2.318195, , 
          3.6,       2.15334, ,           3.6,      2.064677, ,           3.6,       2.04043, ,           3.6,      2.414649, ,           3.6,      2.302728, , 
          3.8,      2.136819, ,           3.8,      2.050127, ,           3.8,      2.026265, ,           3.8,      2.400815, ,           3.8,      2.288854, , 
            4,      2.126196, ,             4,      2.041359, ,             4,      2.017601, ,             4,      2.388028, ,             4,      2.276132, , 
          4.2,      2.115277, ,           4.2,      2.032169, ,           4.2,      2.010005, ,           4.2,      2.376213, ,           4.2,      2.264443, , 
          4.4,      2.103883, ,           4.4,      2.026065, ,           4.4,      2.004158, ,           4.4,      2.365329, ,           4.4,      2.253716, , 
          4.6,      2.095116, ,           4.6,      2.021634, ,           4.6,      2.001609, ,           4.6,      2.355311, ,           4.6,      2.243889, , 
          4.8,      2.087384, ,           4.8,      2.016098, ,           4.8,      1.997481, ,           4.8,      2.346143, ,           4.8,      2.235063, , 
            5,      2.081503, ,             5,      2.012047, ,             5,      1.994123, ,             5,      2.337756, ,             5,      2.227065, , 
          5.2,      2.076756, ,           5.2,      2.009207, ,           5.2,      1.993052, ,           5.2,      2.330069, ,           5.2,      2.219845, , 
          5.4,      2.070887, ,           5.4,      2.006408, ,           5.4,      1.990112, ,           5.4,      2.323044, ,           5.4,       2.21334, , 
          5.6,      2.067355, ,           5.6,      2.003178, ,           5.6,       1.98679, ,           5.6,      2.316676, ,           5.6,      2.207595, , 
          5.8,      2.063705, ,           5.8,      2.002905, ,           5.8,      1.986676, ,           5.8,      2.310924, ,           5.8,      2.202512, , 
            6,      2.062123, ,             6,       2.00329, ,             6,      1.987083, ,             6,      2.305757, ,             6,      2.197994, , 
          6.2,      2.059678, ,           6.2,      2.001905, ,           6.2,      1.987281, ,           6.2,      2.306628, ,           6.2,       2.19495, , 
          6.4,      2.059166, ,           6.4,      2.002028, ,           6.4,      1.988572, ,           6.4,      2.302532, ,           6.4,      2.191603, , 
          6.6,      2.058811, ,           6.6,      2.002529, ,           6.6,      1.989726, ,           6.6,      2.298923, ,           6.6,      2.188709, , 
          6.8,      2.057776, ,           6.8,      2.003408, ,           6.8,      1.990822, ,           6.8,      2.295794, ,           6.8,      2.186245, , 
            7,       2.05757, ,             7,      2.005665, ,             7,      1.993619, ,             7,      2.293113, ,             7,       2.18413, , 
          7.2,      2.058109, ,           7.2,      2.008505, ,           7.2,      1.996701, ,           7.2,      2.290838, ,           7.2,      2.182367, , 
          7.4,      2.058982, ,           7.4,      2.010076, ,           7.4,      1.998403, ,           7.4,      2.288999, ,           7.4,      2.180987, , 
          7.6,      2.060117, ,           7.6,      2.013331, ,           7.6,      2.002289, ,           7.6,      2.287546, ,           7.6,      2.180017, , 
          7.8,      2.061502, ,           7.8,      2.015364, ,           7.8,      2.004524, ,           7.8,      2.286447, ,           7.8,      2.179473, , 
            8,      2.063271, ,             8,      2.019121, ,             8,      2.008741, ,             8,      2.285688, ,             8,      2.179349, , 
          8.2,      2.065252, ,           8.2,      2.021427, ,           8.2,      2.011211, ,           8.2,      2.285278, ,           8.2,      2.179608, , 
          8.4,      2.068235, ,           8.4,      2.025664, ,           8.4,      2.015532, ,           8.4,      2.285389, ,           8.4,      2.180269, , 
          8.6,      2.070411, ,           8.6,      2.028401, ,           8.6,      2.018292, ,           8.6,      2.285878, ,           8.6,      2.181223, , 
          8.8,      2.074023, ,           8.8,       2.03252, ,           8.8,       2.02297, ,           8.8,      2.286586, ,           8.8,       2.18251, , 
            9,      2.077674, ,             9,      2.036241, ,             9,      2.026387, ,             9,      2.287575, ,             9,      2.184031, , 

